LabID,Clinic,Address,City,State,Zipcode,Latitude,Longitude
LabCorp181,LabCorp,"Labcorp, 6400 Haven Ave, Rancho Cucamonga, CA 91737",Rancho Cucamonga,CA,91737,34.138262695775964,-117.5763767417534
LabCorp182,LabCorp,"Labcorp, 210 S Grand Ave, Ste 324, Glendora, CA 91741",Glendora,CA,91741,34.13399073984024,-117.87185783213008
LabCorp183,LabCorp,"Labcorp, 12574 Limonite Ave, Eastvale, CA 91752",Eastvale,CA,91752,33.97475297840634,-117.55776913599244
LabCorp184,LabCorp,"Labcorp, 1900 Royalty Dr, Ste 230, Pomona, CA 91767",Pomona,CA,91767,34.077281373030395,-117.74575605517416
LabCorp185,LabCorp,"Labcorp, 1335 Cypress St, Ste 101, San Dimas, CA 91773",San Dimas,CA,91773,34.096449028100984,-117.83412830935592
LabCorp186,LabCorp,"Labcorp, 1310 San Bernardino Rd, Ste 107, Upland, CA 91786",Upland,CA,91786,34.10231409111025,-117.6336344786029
LabCorp187,LabCorp,"Labcorp, 1241 W Foothill Blvd, Upland, CA 91786",Upland,CA,91786,34.10698675727247,-117.67080783145728
LabCorp188,LabCorp,"Labcorp, 15391 Baseline Ave, Ste 102, Fontana, CA 92336",Fontana,CA,92336,34.12100532878264,-117.46926051561144
LabCorp189,LabCorp,"Labcorp, 399 E Highland Ave, Ste 510, San Bernardino, CA 92404",San Bernardino,CA,92404,34.1399,-117.2953
LabCorp190,LabCorp,"Labcorp, 10992 Magnolia Ave, Riverside, CA 92505",Riverside,CA,92505,33.90439018719809,-117.47367109800513
LabCorp191,LabCorp,"Labcorp, 6600 Magnolia Ave, Riverside, CA 92506",Riverside,CA,92506,33.95299461260201,-117.3960919758303
LabCorp192,LabCorp,"Labcorp, 6860 Brockton Ave, Ste 7, Riverside, CA 92506",Riverside,CA,92506,33.94903484713366,-117.39629100830048
LabCorp193,LabCorp,"Labcorp, 1745 University Ave, Riverside, CA 92507",Riverside,CA,92507,33.976044235726484,-117.34960516272724
LabCorp194,LabCorp,"Labcorp, 8917 Trautwein Rd, Riverside, CA 92508",Riverside,CA,92508,33.88885291025406,-117.32470953607248
LabCorp195,LabCorp,"Labcorp, 39 Creek Rd, Suite 200, Building B, Irvine, CA 92604",Irvine,CA,92604,33.67499518638999,-117.79511361865109
LabCorp196,LabCorp,"Labcorp, 4980 Barranca Pkwy, Ste 100, Irvine, CA 92604",Irvine,CA,92604,33.67598265613403,-117.79398861680308
LabCorp197,LabCorp,"Labcorp, 113 Waterworks Way, Ste 160, Irvine, CA 92618",Irvine,CA,92618,33.66560992188846,-117.76301935913268
LabCorp198,LabCorp,"Labcorp, 1640 Newport Blvd, Ste 250, Costa Mesa, CA 92627",Costa Mesa,CA,92627,33.634435081901444,-117.92154561705472
LabCorp199,LabCorp,"Labcorp, 31852 Coast Hwy, Suite 405, Laguna Beach, CA 92651",Laguna Beach,CA,92651,33.50060996131137,-117.74176256309268
LabCorp200,LabCorp,"Labcorp, 23961 Calle de la Magdalena, Suite 400, Laguna Hills, CA 92653",Laguna Hills,CA,92653,33.610443171746155,-117.70998081865312
LabCorp201,LabCorp,"Labcorp, 1401 Avocado Ave, Ste 208, Newport Beach, CA 92660",Newport Beach,CA,92660,33.61271263277301,-117.87073190515916
LabCorp202,LabCorp,"Labcorp, 360 San Miguel Dr, Suite 506, Newport Beach, CA 92660",Newport Beach,CA,92660,33.61352289188214,-117.87174343214669
LabCorp203,LabCorp,"Labcorp, 500 Superior Ave, Suite 310, Newport Beach, CA 92663",Newport Beach,CA,92663,33.63005128075231,-117.92911761161164
LabCorp204,LabCorp,"Labcorp, 361 Hospital Rd, Suite 222, Newport Beach, CA 92663",Newport Beach,CA,92663,33.62627556160456,-117.92957807550177
LabCorp205,LabCorp,"Labcorp, 355 Placentia Ave, Suite 201, Newport Beach, CA 92663",Newport Beach,CA,92663,33.62658702298385,-117.93217648991308
LabCorp206,LabCorp,"Labcorp, 675 Camino de los Mares, San Clemente, CA 92673",San Clemente,CA,92673,33.45735526208761,-117.64736772341767
LabCorp207,LabCorp,"Labcorp, 25500 Rancho Niguel Rd, Suite 240, Laguna Niguel, CA 92677",Laguna Niguel,CA,92677,33.555595527455615,-117.68443083030076
LabCorp208,LabCorp,"Labcorp, 22032 El Paseo, Ste 160, Rancho Santa Margarita, CA 92688",Rancho Santa Margarita,CA,92688,33.64273518290802,-117.59482435536982
LabCorp209,LabCorp,"Labcorp, 27800 Medical Center Rd, Building 1, Suite 200, Mission Viejo, CA 92691",Mission Viejo,CA,92691,33.55993800495575,-117.66392361608986
LabCorp210,LabCorp,"Labcorp, 26991 Crown Valley Pkwy, Ste B, Mission Viejo, CA 92691",Mission Viejo,CA,92691,33.56300065531086,-117.6652461609837
LabCorp211,LabCorp,"Labcorp, 26691 Plaza, Ste 180, Mission Viejo, CA 92691",Mission Viejo,CA,92691,33.56554092978271,-117.66480673276524
LabCorp212,LabCorp,"Labcorp, 26800 Crown Valley Pkwy, Suite 100, Mission Viejo, CA 92691",Mission Viejo,CA,92691,33.56262694791013,-117.66712116334116
LabCorp213,LabCorp,"Labcorp, 26732 Crown Valley Pkwy, Ste 421, Mission Viejo, CA 92691",Mission Viejo,CA,92691,33.56288080870538,-117.66524284341968
LabCorp214,LabCorp,"Labcorp, 1301 E 17th St, Santa Ana, CA 92705",Santa Ana,CA,92705,33.760713382831085,-117.85125214748376
LabCorp215,LabCorp,"Labcorp, 100 N Tustin Ave, Tustin, CA 92780",Tustin,CA,92780,33.746309479584184,-117.83482155913008
LabCorp216,LabCorp,"Labcorp, 1240 E Chapman Ave, Orange, CA 92866",Orange,CA,92866,33.78770499218459,-117.84032484748282
LabCorp217,LabCorp,"Labcorp, 1140 W La Veta Ave, Suite 610, Orange, CA 92868",Orange,CA,92868,33.77922536084191,-117.86510769292032
LabCorp218,LabCorp,"Labcorp, 705 W La Veta Ave, Ste 102, Orange, CA 92868",Orange,CA,92868,33.7811839388998,-117.86012823572712
LabCorp219,LabCorp,"Labcorp, 2501 E Chapman Ave, #103, Orange, CA 92869",Orange,CA,92869,33.788688910866114,-117.82767132513877
LabCorp220,LabCorp,"Labcorp, 120 W. Parkridge Avenue, Corona, CA 92880",Corona,CA,92880,33.89294296731136,-117.56432751048936
LabCorp221,LabCorp,"Labcorp, 100 W Ontario Ave, Corona, CA 92882",Corona,CA,92882,33.85566530737159,-117.5700198104802
LabCorp222,LabCorp,"Labcorp, 5051 Verdugo Way, Ste 130, Camarillo, CA 93012",Camarillo,CA,93012,34.2160277178716,-119.00293935178964
LabCorp223,LabCorp,"Labcorp, 971 W 7th St, Oxnard, CA 93030",Oxnard,CA,93030,34.19589451231516,-119.18905101186168
LabCorp224,LabCorp,"Labcorp, 300 S A St, Ste 103, Oxnard, CA 93030",Oxnard,CA,93030,34.20010077590646,-119.17844538662588
LabCorp225,LabCorp,"Labcorp, 535 E Romie Ln, Ste 4, Salinas, CA 93901",Salinas,CA,93901,36.66011368451216,-121.64476704620051
LabCorp226,LabCorp,"Labcorp, 559 E Alisal St, Ste 104, Salinas, CA 93905",Salinas,CA,93905,36.67430362661101,-121.63569901876282
LabCorp227,LabCorp,"Labcorp, 1332 Natividad Rd, Suite A, Salinas, CA 93906",Salinas,CA,93906,36.6997934327952,-121.63443182280554
LabCorp228,LabCorp,"Labcorp, 490 Post St, Ste 419, San Francisco, CA 94102",San Francisco,CA,94102,37.78843561335341,-122.40976590783234
LabCorp229,LabCorp,"Labcorp, 2100 Webster St, Ste 420, San Francisco, CA 94115",San Francisco,CA,94115,37.79067130648211,-122.43216753370112
LabCorp230,LabCorp,"Labcorp, 2233 Post St, Ste 105, San Francisco, CA 94115",San Francisco,CA,94115,37.78431847093821,-122.43862568273836
LabCorp231,LabCorp,"Labcorp, 728 Pacific Ave, Ste 401, San Francisco, CA 94133",San Francisco,CA,94133,37.79692799909945,-122.40759577490658
LabCorp232,LabCorp,"Labcorp, 1367 East Second Street, Benicia, CA 94510",Benicia,CA,94510,38.05428827451989,-122.15305885885944
LabCorp233,LabCorp,"Labcorp, 2675 Pleasant Hill Rd, Pleasant Hill, CA 94523",Pleasant Hill,CA,94523,37.95493143725621,-122.09042484634035
LabCorp234,LabCorp,"Labcorp, 3466 Mt Diablo Blvd, Ste C102, Lafayette, CA 94549",Lafayette,CA,94549,37.89302903665419,-122.115053645177
LabCorp235,LabCorp,"Labcorp, 140 Brookwood Rd, Ste 102, Orinda, CA 94563",Orinda,CA,94563,37.87717417848841,-122.18145918929262
LabCorp236,LabCorp,"Labcorp, 2160 Appian Way, Ste 205, Pinole, CA 94564",Pinole,CA,94564,37.99603067208072,-122.30255600570484
LabCorp237,LabCorp,"Labcorp, 150 Glen Cove Marina Rd E, Ste, Vallejo, CA 94591",Vallejo,CA,94591,38.07050213040775,-122.21173770076184
LabCorp238,LabCorp,"Labcorp, 3300 Webster St, Ste 107, Oakland, CA 94609",Oakland,CA,94609,37.821288467751344,-122.26205128393148
LabCorp239,LabCorp,"Labcorp, 3100 Summit St, Oakland, CA 94609",Oakland,CA,94609,37.82017608797488,-122.26396310252896
LabCorp240,LabCorp,"Labcorp, 400 30th St, Ste 10, Oakland, CA 94609",Oakland,CA,94609,37.81926794618478,-122.26481434275412
LabCorp241,LabCorp,"Labcorp, 3100 San Pablo Ave, Berkeley, CA 94702",Berkeley,CA,94702,37.85046801437733,-122.28695649747054
LabCorp242,LabCorp,"Labcorp, 2801 Adeline St, Berkeley, CA 94703",Berkeley,CA,94703,37.85796043084703,-122.26718315316124
LabCorp243,LabCorp,"Labcorp, 3000 Colby St, Ste 100, Berkeley, CA 94705",Berkeley,CA,94705,37.85519228703049,-122.2580418558012
LabCorp244,LabCorp,"Labcorp, 1228 Solano Ave, Albany, CA 94706",Albany,CA,94706,37.89038802976375,-122.29496423556428
LabCorp245,LabCorp,"Labcorp, 13691 San Pablo Ave, San Pablo, CA 94806",San Pablo,CA,94806,37.95712142384512,-122.33847691492107
LabCorp246,LabCorp,"Labcorp, 1321 S. Elisio Drive, Greenbrae, CA 94904",Greenbrae,CA,94904,37.9441983582164,-122.53678597656352
LabCorp247,LabCorp,"Labcorp, 75 Rowland Way, Suite 125, Novato, CA 94945",Novato,CA,94945,38.09464306753919,-122.55946991560336
LabCorp248,LabCorp,"Labcorp, 50 E Hamilton Ave, Ste 180, Campbell, CA 95008",Campbell,CA,95008,37.29397018528287,-121.94877479527835
LabCorp249,LabCorp,"Labcorp, 272 Green Valley Rd, Freedom, CA 95019",Freedom,CA,95019,36.93843771588365,-121.7701645692357
LabCorp250,LabCorp,"Labcorp, 8687 San Ysidro Ave, Gilroy, CA 95020",Gilroy,CA,95020,37.02632416609063,-121.56775797381616
LabCorp251,LabCorp,"Labcorp, 600 Tres Pinos Rd, Hollister, CA 95023",Hollister,CA,95023,36.8402312821798,-121.39159592084
LabCorp252,LabCorp,"Labcorp, 15151 National Ave. Suite 2A, Los Gatos, CA 95032",Los Gatos,CA,95032,37.24827543740665,-121.95109648784852
LabCorp253,LabCorp,"Labcorp, 15251 National Ave, Suite 107, Los Gatos, CA 95032",Los Gatos,CA,95032,37.246378218436654,-121.9506234823052
LabCorp254,LabCorp,"Labcorp, 777 Knowles Dr, Ste 4, Los Gatos, CA 95032",Los Gatos,CA,95032,37.26219171264064,-121.96854559581205
LabCorp255,LabCorp,"Labcorp, 1505 Soquel Dr, Ste 3, Santa Cruz, CA 95065",Santa Cruz,CA,95065,36.98846347186388,-121.98504126631242
LabCorp256,LabCorp,"Labcorp, 266 N Jackson Ave, Suite 6, San Jose, CA 95116",San Jose,CA,95116,37.36473728821876,-121.84895703700631
LabCorp257,LabCorp,"Labcorp, 175 N Jackson Ave, Suite 103A, San Jose, CA 95116",San Jose,CA,95116,37.362044882695685,-121.84743043673706
LabCorp258,LabCorp,"Labcorp, 6489 Camden Ave, Ste 107, San Jose, CA 95120",San Jose,CA,95120,37.22037855585162,-121.86420997435576
LabCorp259,LabCorp,"Labcorp, 2060 Aborn Rd, Ste 200, San Jose, CA 95121",San Jose,CA,95121,37.311216402317264,-121.80717986450034
LabCorp260,LabCorp,"Labcorp, 1675 Burdette Dr, Suite 40, San Jose, CA 95121",San Jose,CA,95121,37.32067385023006,-121.82511492299749
LabCorp261,LabCorp,"Labcorp, 393 Blossom Hill Rd, Ste 350, San Jose, CA 95123",San Jose,CA,95123,37.25202531111495,-121.8270051624408
LabCorp262,LabCorp,"Labcorp, 2577 Samaritan Dr, Ste 710, San Jose, CA 95124",San Jose,CA,95124,37.25297979651452,-121.94836813390528
LabCorp263,LabCorp,"Labcorp, 54 N Bascom Ave, San Jose, CA 95128",San Jose,CA,95128,37.324458811741664,-121.93178274170266
LabCorp264,LabCorp,"Labcorp, 2419 Forest Ave, San Jose, CA 95128",San Jose,CA,95128,37.32719542172013,-121.94717033446426
LabCorp265,LabCorp,"30 New Crossing Rd, Reading, MA 01867, USA",Reading,MA,01867,42.51777488301249,-71.09525883648783
Quest001,Quest,"Quest Diagnostics, 2001 Marcus Ave, Ste W98, New Hyde Park, NY 11042",New Hyde Park,NY,11042,40.7555133,-73.6898575
Quest002,Quest,"Quest Diagnostics, 5418 La Palma Ave, La Palma, CA 90623",La Palma,CA,90623,33.8459614,-118.0385767
Quest003,Quest,"Carbon Health, 10165 Valley View St, Cypress, CA 90630",Cypress,CA,90630,33.8147315,-118.0294993
Quest004,Quest,"Xpress Urgent Care, 11741 Valley View St, Ste A, Cypress, CA 90630",Cypress,CA,90630,33.7924728,-118.0288238
Quest005,Quest,"Carbon Health, 1040 W Imperial Hwy, Ste D, La Habra, CA 90631",La Habra,CA,90631,33.9169849,-117.9582559
Quest006,Quest,"Akeso Occ Health, 15330 Valley View Ave, Ste 1, La Mirada, CA 90638",La Mirada,CA,90638,33.8919969,-118.0279541
Quest007,Quest,"Xpress Urgent Care, 12860 Beach Blvd, Ste E, Stanton, CA 90680",Stanton,CA,90680,33.7744103,-117.9913345
Quest008,Quest,"Carbon Health, 13299 South St, Cerritos, CA 90703",Cerritos,CA,90703,33.8591102,-118.0491417
Quest009,Quest,"Quest Diagnostics, 2928 Westminster Ave, Seal Beach, CA 90740",Seal Beach,CA,90740,33.7590482,-118.080344
Quest010,Quest,"Quest Diagnostics, 1760 Termino Ave, Ste 200, Long Beach, CA 90804",Long Beach,CA,90804,33.7895385,-118.1452744
Quest011,Quest,"Quest Diagnostics, 5830 Downey Ave, Long Beach, CA 90805",Long Beach,CA,90805,33.8618486,-118.1508675
Quest012,Quest,"Quest Diagnostics, 2880 Atlantic Ave, Ste 270, Long Beach, CA 90806",Long Beach,CA,90806,33.8093616,-118.1847213
Quest013,Quest,"Quest Diagnostics, 3816 Woodruff Ave, Ste 306, Long Beach, CA 90808",Long Beach,CA,90808,33.8280996,-118.1154887
Quest014,Quest,"Quest Diagnostics, 1043 Elm Ave, Ste 410, Long Beach, CA 90813",Long Beach,CA,90813,33.7796743,-118.1884171
Quest015,Quest,"Quest Diagnostics, 65 N Madison Ave, Ste 305, Pasadena, CA 91101",Pasadena,CA,91101,34.14707569999999,-118.1386534
Quest016,Quest,"Quest Diagnostics, 50 Bellefontaine St, Ste 101, Pasadena, CA 91105",Pasadena,CA,91105,34.1313817,-118.1517523
Quest017,Quest,"Quest Diagnostics, 960 E Green St, Ste 164, Pasadena, CA 91106",Pasadena,CA,91106,34.1444679,-118.1300249
Quest018,Quest,"AFC Urgent Care, 5825 Kanan Rd, Ste B, Agoura Hills, CA 91301",Agoura Hills,CA,91301,34.1560666,-118.7569256
Quest019,Quest,"Quest Diagnostics, 29525 Canwood St, Ste 101, Agoura Hills, CA 91301",Agoura Hills,CA,91301,34.148139,-118.7673025
Quest020,Quest,"Quest Diagnostics, 7345 Medical Center Dr, Ste 500, West Hills, CA 91307",West Hills,CA,91307,34.2032108,-118.6315441
Quest021,Quest,"Quest Diagnostics, 7230 Medical Center Dr, Ste 605, West Hills, CA 91307",West Hills,CA,91307,34.2016729,-118.6289268
Quest022,Quest,"Quest Diagnostics, 1000 Newbury Rd, Ste 125, Newbury Park, CA 91320",Newbury Park,CA,91320,34.182972,-118.9046353
Quest023,Quest,"Quest Diagnostics, 18350 Roscoe Blvd, Ste 603, Northridge, CA 91325",Northridge,CA,91325,34.2202786,-118.5341409
Quest024,Quest,"Quest Diagnostics, 18370 Burbank Blvd, Ste 108, Tarzana, CA 91356",Tarzana,CA,91356,34.17039159999999,-118.53302
Quest025,Quest,"Quest Diagnostics, 5525 Etiwanda Ave, Ste 307, Tarzana, CA 91356",Tarzana,CA,91356,34.1707839,-118.5311431
Quest026,Quest,"Carbon Health, 620 E Janss Rd, Thousand Oaks, CA 91360",Thousand Oaks,CA,91360,34.1991878,-118.8662185
Quest027,Quest,"Quest Diagnostics, 77 Rolling Oaks Dr, Ste 120, Thousand Oaks, CA 91361",Thousand Oaks,CA,91361,34.1762705,-118.8752896
Quest028,Quest,"Quest Diagnostics, 1220 La Venta Dr, Ste 201, Westlake Village, CA 91361",Westlake Village,CA,91361,34.1487809,-118.8221618
Quest029,Quest,"Carbon Health, 21835 Ventura Blvd, Ste 21837, Woodland Hills, CA 91364",Woodland Hills,CA,91364,34.1695616,-118.6033119
Quest030,Quest,"Carbon Health, 15840 Soquel Canyon Pkwy, Chino Hills, CA 91709",Chino Hills,CA,91709,33.9646578,-117.6928064
Quest031,Quest,"Carbon Health, 11971 Central Ave, Ste B, Chino, CA 91710",Chino,CA,91710,34.0360502,-117.6891565
Quest032,Quest,"Quest Diagnostics, 5562 Philadelphia St, Ste 206, Chino, CA 91710",Chino,CA,91710,34.0347921,-117.6836801
Quest033,Quest,"Quest Diagnostics, 4028 Grand Ave, Ste B, Chino, CA 91710",Chino,CA,91710,33.9998315,-117.7161466
Quest034,Quest,"Quest Diagnostics, 554 E San Bernardino Rd, Ste 103, Covina, CA 91723",Covina,CA,91723,34.0906363,-117.8799286
Quest035,Quest,"Quest Diagnostics, 1330 W Covina Blvd, Ste 205, San Dimas, CA 91773",San Dimas,CA,91773,34.098358,-117.8337764
Quest036,Quest,"Carbon Health, 6971 El Camino Real, Ste 101, Carlsbad, CA 92009",Carlsbad,CA,92009,33.104443,-117.267841
Quest037,Quest,"Quest Diagnostics, 477 N El Camino Real, Ste B201, Encinitas, CA 92024",Encinitas,CA,92024,33.0573016,-117.2613655
Quest038,Quest,"Carbon Health, 1855 S Centre City Pkwy, Ste 18858, Escondido, CA 92025",Escondido,CA,92025,33.10101960000001,-117.0754548
Quest039,Quest,"Quest Diagnostics, 488 E Valley Pkwy, Ste 314, Escondido, CA 92025",Escondido,CA,92025,33.1256892,-117.0769718
Quest040,Quest,"Quest Diagnostics, 521 E Elder St, Ste 201, Fallbrook, CA 92028",Fallbrook,CA,92028,33.379653,-117.246272
Quest041,Quest,"Quest Diagnostics, 3601 Vista Way, Ste 104, Oceanside, CA 92056",Oceanside,CA,92056,33.1815345,-117.3108138
Quest042,Quest,"Quest Diagnostics, 15725 Pomerado Rd, Ste 208, Poway, CA 92064",Poway,CA,92064,33.0002548,-117.0574862
Quest043,Quest,"Quest Diagnostics, 9665 Mission Gorge Rd, Ste B2, Santee, CA 92071",Santee,CA,92071,32.8374185,-116.9863523
Quest044,Quest,"Carbon Health, 109 S Las Posas Rd, Ste 100, San Marcos, CA 92078",San Marcos,CA,92078,33.1407449,-117.1923207
Quest045,Quest,"Quest Diagnostics, 902 Sycamore Ave, Ste 201, Vista, CA 92081",Vista,CA,92081,33.1607122,-117.2194991
Quest046,Quest,"Quest Diagnostics, 9333 Genesee Ave, Ste 180, San Diego, CA 92121",San Diego,CA,92121,32.8756896,-117.213356
Quest047,Quest,"Sharp Rees-Stealy, 10243 Genetic Center Dr, San Diego, CA 92121",San Diego,CA,92121,32.9063181,-117.1807913
Quest048,Quest,"Sharp Rees-Stealy, 16899 W Bernardo Dr, San Diego, CA 92127",San Diego,CA,92127,33.0216636,-117.0802748
Quest049,Quest,"Quest Diagnostics, 78-271 State Hwy 111, La Quinta, CA 92253",La Quinta,CA,92253,33.7147701,-116.2979495
Quest050,Quest,"Carbon Health, 78965 Highway 111, La Quinta, CA 92253",La Quinta,CA,92253,33.70859860000001,-116.2879865
Quest051,Quest,"Quest Diagnostics, 73091 Country Club Dr, Ste A4, Palm Desert, CA 92260",Palm Desert,CA,92260,33.7570164,-116.3900197
Quest052,Quest,"Quest Diagnostics, 555 E Tachevah Dr, Ste 102w, Palm Springs, CA 92262",Palm Springs,CA,92262,33.8372364,-116.5415633
Quest053,Quest,"Total Care Work Injury Clinic, 72057 Highway 111, Rancho Mirage, CA 92270",Rancho Mirage,CA,92270,33.734615,-116.4077237
Quest054,Quest,"Healthpointe, 290 N 10th St, Ste 100, Colton, CA 92324",Colton,CA,92324,34.0672117,-117.3206559
Quest055,Quest,"Quest Diagnostics, 1057 N Mount Vernon Ave, Colton, CA 92324",Colton,CA,92324,34.075433,-117.3145089
Quest056,Quest,"Quest Diagnostics, 25805 Barton Rd, Ste A-104, Loma Linda, CA 92354",Loma Linda,CA,92354,34.0476847,-117.2411401
Quest057,Quest,"COMP, 295 E Caroline St, Ste D1, San Bernardino, CA 92408",San Bernardino,CA,92408,34.0602155,-117.2795332
Quest058,Quest,"DOT Exam Professionals, 1894 Commercenter W, Ste 106, San Bernardino, CA 92408",San Bernardino,CA,92408,34.0673269,-117.287135
Quest059,Quest,"Quest Diagnostics, 9041 Magnolia Ave, Ste 205, Riverside, CA 92503",Riverside,CA,92503,33.9255382,-117.4382497
Quest060,Quest,"Akeso Occ Health, 3579 Arlington Ave, Ste 300, Riverside, CA 92506",Riverside,CA,92506,33.946513,-117.3916783
Quest061,Quest,"Quest Diagnostics, 4646 Brockton Ave, Ste 102, Riverside, CA 92506",Riverside,CA,92506,33.9759603,-117.3856642
Quest062,Quest,"Quest Diagnostics, 6926 Brockton Ave, Ste 2, Riverside, CA 92506",Riverside,CA,92506,33.9478819,-117.3964104
Quest063,Quest,"COMP, 4300 Central Ave, Riverside, CA 92506",Riverside,CA,92506,33.9530331,-117.3989229
Quest064,Quest,"Quest Diagnostics, 2711 Canyon Springs Pkwy, Ste 101, Riverside, CA 92507",Riverside,CA,92507,33.9401963,-117.2820307
Quest065,Quest,"Quest Diagnostics, 32251 Mission Tri, Ste G1, Lake Elsinore, CA 92530",Lake Elsinore,CA,92530,33.6392361,-117.3851496
Quest066,Quest,"DNA Services Unlimited, 910 N State St, Ste A2, Hemet, CA 92543",Hemet,CA,92543,33.7623919,-116.9711229
Quest067,Quest,"Quest Diagnostics, 850 E Latham Ave, Ste 203-204, Hemet, CA 92543",Hemet,CA,92543,33.749668,-116.9638099
Quest068,Quest,"Quest Diagnostics, 1850 W Florida Ave, Hemet, CA 92545",Hemet,CA,92545,33.7489688,-116.9918287
Quest069,Quest,"Quest Diagnostics, 3853 W Stetson Ave, Ste 101, Hemet, CA 92545",Hemet,CA,92545,33.7282147,-117.0115007
Quest070,Quest,"COMP, 13800 Heacock St, Ste C134, Moreno Valley, CA 92553",Moreno Valley,CA,92553,33.9196764,-117.242854
Quest071,Quest,"Moreno Valley Urgent Care, 24318 Hemlock Ave, Ste E1, Moreno Valley, CA 92557",Moreno Valley,CA,92557,33.9423255,-117.23836
Quest072,Quest,"Quest Diagnostics, 25405 Hancock Ave, Ste 102, Murrieta, CA 92562",Murrieta,CA,92562,33.5579377,-117.1854933
Quest073,Quest,"Quest Diagnostics, 25460 Medical Center Dr, Ste 102, Murrieta, CA 92562",Murrieta,CA,92562,33.5574959,-117.1866021
Quest074,Quest,"A Plus Urgent Care, 41880 Kalmia St, Ste 100, Murrieta, CA 92562",Murrieta,CA,92562,33.5568064,-117.2154788
Quest075,Quest,"Quest Diagnostics, 33050 Antelope Rd, Ste 204, Murrieta, CA 92563",Murrieta,CA,92563,33.6398061,-117.1668231
Quest076,Quest,"Quest Diagnostics, 1688 N Perris Blvd, Ste H1, Perris, CA 92571",Perris,CA,92571,33.8026987,-117.2298852
Quest077,Quest,"Quest Diagnostics, 29798 Haun Rd, Ste 206, Menifee, CA 92586",Menifee,CA,92586,33.6881727,-117.1741128
Quest078,Quest,"Quest Diagnostics, 28125 Bradley Rd, Ste 245, Sun City, CA 92586",Sun City,CA,92586,33.7129629,-117.1900263
Quest079,Quest,"Quest Diagnostics, 28780 Single Oak Dr, Ste 275, Temecula, CA 92590",Temecula,CA,92590,33.4992748,-117.1612495
Quest080,Quest,"Quest Diagnostics, 27699 Jefferson Ave, Ste 109, Temecula, CA 92590",Temecula,CA,92590,33.5141909,-117.1599645
Quest081,Quest,"Quest Diagnostics, 4050 Barranca Pkwy, Ste 120, Irvine, CA 92604",Irvine,CA,92604,33.6817719,-117.8079394
Quest082,Quest,"Quest Diagnostics, 4950 Barranca Pkwy, Ste 209, Irvine, CA 92604",Irvine,CA,92604,33.6753016,-117.7949146
Quest083,Quest,"Quest Diagnostics, 26672 Portola Pkwy, Foothill Ranch, CA 92610",Foothill Ranch,CA,92610,33.6809907,-117.667777
Quest084,Quest,"Quest Diagnostics, 15825 Laguna Canyon Rd, Ste 108, Irvine, CA 92618",Irvine,CA,92618,33.6645434,-117.7641189
Quest085,Quest,"Carbon Health, 3195 Harbor Blvd, Ste 3, Costa Mesa, CA 92626",Costa Mesa,CA,92626,33.6867835,-117.9198447
Quest086,Quest,"Quest Diagnostics, 1190 Baker St, Ste 104, Costa Mesa, CA 92626",Costa Mesa,CA,92626,33.6810079,-117.9071557
Quest087,Quest,"Xpress Urgent Care, 131 E 17th St, Costa Mesa, CA 92627",Costa Mesa,CA,92627,33.6367539,-117.9211245
Quest088,Quest,"Quest Diagnostics, 1640 Newport Blvd, Ste 310, Costa Mesa, CA 92627",Costa Mesa,CA,92627,33.6344959,-117.9216359
Quest089,Quest,"Quest Diagnostics, 3 Monarch Bay Plz, Ste 108, Dana Point, CA 92629",Dana Point,CA,92629,33.4861197,-117.7257621
Quest090,Quest,"Quest Diagnostics, 8891 Atlanta Ave, Huntington Beach, CA 92646",Huntington Beach,CA,92646,33.658227,-117.972784
Quest091,Quest,"Quest Diagnostics, 17742 Beach Blvd, Ste 228, Huntington Beach, CA 92647",Huntington Beach,CA,92647,33.7045761,-117.9877288
Quest092,Quest,"Quest Diagnostics, 18800 Main St, Ste 206, Huntington Beach, CA 92648",Huntington Beach,CA,92648,33.6885151,-117.9945626
Quest093,Quest,"Quest Diagnostics, 19582 Beach Blvd, Ste 300, Huntington Beach, CA 92648",Huntington Beach,CA,92648,33.6782261,-117.9878137
Quest094,Quest,"Quest Diagnostics, 23521 Paseo De Valencia, Ste 302C, Laguna Hills, CA 92653",Laguna Hills,CA,92653,33.6113733,-117.7116333
Quest095,Quest,"Quest Diagnostics, 26671 Aliso Creek Rd, Ste 102, Aliso Viejo, CA 92656",Aliso Viejo,CA,92656,33.5773409,-117.7258987
Quest096,Quest,"Quest Diagnostics, 1401 Avocado Ave, Ste 103, Newport Beach, CA 92660",Newport Beach,CA,92660,33.6124374,-117.8707786
Quest097,Quest,"Newport Urgent Care, 1000 Bristol St N, Ste 1B, Newport Beach, CA 92660",Newport Beach,CA,92660,33.6578932,-117.8669546
Quest098,Quest,"Quest Diagnostics, 355 Placentia Ave, Ste 204, Newport Beach, CA 92663",Newport Beach,CA,92663,33.6265585,-117.9321772
Quest099,Quest,"Quest Diagnostics, 675 Camino De Los Mares, Ste 300, San Clemente, CA 92673",San Clemente,CA,92673,33.4573489,-117.6473313
Quest100,Quest,"Quest Diagnostics, 1300 Avenida Vista Hermosa, Ste 160, San Clemente, CA 92673",San Clemente,CA,92673,33.458496,-117.5927037
Quest101,Quest,"Quest Diagnostics, 30131 Town Center Dr, Ste 140, Laguna Niguel, CA 92677",Laguna Niguel,CA,92677,33.5256075,-117.7150297
